61 -12.000000, -3072.000000, -201326592.000000, -864691128455135232.000000
61 244.000000, 62464.000000, 4093640704.000000, 17582052945254416384.000000
62 -8.000000, -2048.000000, -134217728.000000, -576460752303423488.000000
62 248.000000, 63488.000000, 4160749568.000000, 17870283321406128128.000000
63 -4.000000, -1024.000000, -67108864.000000, -288230376151711744.000000
63 252.000000, 64512.000000, 4227858432.000000, 18158513697557839872.000000
0 2147483648.000000, -2147483648.000000, -2147483648.000000, -2147483648.000000
1 4171510504.000000, -123456792.000000, -123456792.000000, -123456792.000000
2 4294967286.000000, -10.000000, -10.000000, -10.000000
3 4294967294.000000, -2.000000, -2.000000, -2.000000
4 4294967295.000000, -1.000000, -1.000000, -1.000000
5 0.000000, 0.000000, 0.000000, 0.000000
6 1.000000, 1.000000, 1.000000, 1.000000
7 2.000000, 2.000000, 2.000000, 2.000000
8 10.000000, 10.000000, 10.000000, 10.000000
9 123456792.000000, 123456792.000000, 123456792.000000, 123456792.000000
10 2147483520.000000, 2147483520.000000, 2147483520.000000, 2147483520.000000
